sample,GPSC,merge_history
28516_1#54,10,10
32139_7#370,10,10
14936_6#68,10,10
32139_7#356,10,10
17794_7#62,10,10
28516_1#219,10,10
34746_4#280,10,10
34746_4#36,10,10
28522_3#325,10,10
32139_7#8,10,10
21242_6#31,10,10
32139_7#25,10,10
34746_4#314,10,10
21053_8#176,10,10
19341_2#9,10,10
17138_4#62,10,10
24861_1#270,10,10
28516_1#189,10,10
32139_3#95,10,10
34746_4#103,10,10
31958_2#207,10,10
34746_4#214,10,10
34746_4#336,10,10
22335_7#42,10,10
32139_7#21,10,10
21127_1#14,10,10
34746_4#61,10,10
22984_8#56,10,10
17794_8#139,10,10
32139_7#354,10,10
27119_1#146,10,10
7004_8#93,10,10
22276_1#162,10,10
16288_5#44,10,10
13414_8#2,10,10
7004_3#32,10,10
15531_2#82,10,10
17150_4#23,10,10
32139_7#239,10,10
13415_8#35,10,10
21127_1#84,10,10
22335_8#102,10,10
32139_7#334,10,10
14412_2#13,10,10
6731_5#17,10,10
7004_5#8,10,10
32139_7#186,10,10
6730_7#15,10,10
32139_7#286,10,10
32386_2#56,10,10
28042_2#318,10,10
32139_7#89,10,10
32139_7#243,10,10
32139_3#58,10,10
34746_4#111,10,10
12837_4#59,10,10
15682_1#94,10,10
20925_3#76,10,10
32139_7#276,10,10
28522_3#230,10,10
31919_2#214,10,10
34746_4#145,10,10
32386_2#82,10,10
15682_5#28,10,10
34746_4#331,10,10
6823_4#22,10,10
6840_1#15,10,10
6823_2#3,10,10
34746_4#324,10,10
14410_8#6,10,10
14936_6#37,10,10
4353_2#10,10,10
24775_1#68,10,10
17428_8#22,10,10
22335_7#8,10,10
22841_3#1,10,10
24977_8#214,10,10
31919_2#226,10,10
32139_4#67,10,10
20925_3#65,10,10
32139_7#140,10,10
6830_3#19,10,10
6925_6#22,10,10
14555_4#64,10,10
32139_7#329,10,10
29102_1#313,10,10
32139_7#44,10,10
13415_7#74,10,10
17150_5#82,10,10
20402_4#17,10,10
31664_1#208,10,10
32139_7#375,10,10
24497_7#137,10,10
32139_7#264,10,10
12837_1#38,10,10
9789_4#80,10,10
22984_8#57,10,10
29330_2#228,10,10
24861_1#232,10,10
24861_1#327,10,10
31958_2#120,10,10
18090_1#135,10,10
17059_8#52,10,10
32139_3#307,10,10
17138_5#25,10,10
14566_4#48,10,10
22276_1#190,10,10
7092_6#8,10,10
6938_3#21,10,10
9803_8#8,10,10
9953_7#71,10,10
34746_4#129,10,10
28522_3#48,10,10
14257_1#80,10,10
31919_2#126,10,10
13414_8#56,10,10
19646_1#21,10,10
22027_1#48,10,10
28177_3#30,10,10
17138_4#68,10,10
12837_3#30,10,10
32139_7#206,10,10
20287_5#129,10,10
21999_8#53,10,10
15682_3#66,10,10
17794_4#76,10,10
14913_2#21,10,10
21485_1#133,10,10
34746_4#307,10,10
32139_7#337,10,10
12291_6#77,10,10
14566_5#51,10,10
32139_7#219,10,10
32139_7#222,10,10
14913_2#50,10,10
13414_2#59,10,10
14566_6#43,10,10
34746_4#293,10,10
6938_5#5,10,10
17428_8#13,10,10
14913_2#86,10,10
34746_4#85,10,10
14412_2#72,10,10
14566_4#64,10,10
21999_5#60,10,10
29102_1#46,10,10
22335_8#118,10,10
14936_6#57,10,10
32139_7#217,10,10
6755_6#10,10,10
12837_4#72,10,10
28042_2#72,10,10
17138_4#19,10,10
20925_3#57,10,10
24775_1#118,10,10
32139_7#282,10,10
32139_7#32,10,10
34746_4#238,10,10
34746_4#72,10,10
32139_7#160,10,10
6753_1#3,10,10
9789_3#57,10,10
6805_7#16,10,10
12837_4#77,10,10
17966_5#109,10,10
14555_3#71,10,10
28042_2#157,10,10
32139_7#374,10,10
22027_1#11,10,10
32139_4#155,10,10
32139_7#344,10,10
34746_4#2,10,10
4353_1#8,10,10
17150_6#75,10,10
17794_8#158,10,10
20402_4#64,10,10
29330_2#158,10,10
31958_2#335,10,10
27119_1#175,10,10
34746_4#49,10,10
7038_6#9,10,10
34746_4#357,10,10
32386_2#35,10,10
15682_4#9,10,10
6753_4#22,10,10
6731_6#12,10,10
12837_1#39,10,10
15531_3#14,10,10
28522_3#186,10,10
32386_2#123,10,10
34746_4#86,10,10
14412_2#46,10,10
32139_7#259,10,10
14936_6#69,10,10
12837_4#16,10,10
31919_2#191,10,10
12837_1#80,10,10
16288_6#43,10,10
24371_8#243,10,10
34746_4#13,10,10
34746_4#218,10,10
32640_3#135,10,10
13415_8#55,10,10
6805_4#8,10,10
22114_6#15,10,10
6983_6#35,10,10
15682_2#10,10,10
32139_7#122,10,10
32139_7#346,10,10
15531_6#36,10,10
13414_8#31,10,10
21053_8#120,10,10
32139_3#10,10,10
29102_1#105,10,10
17059_7#13,10,10
16288_3#51,10,10
14412_2#74,10,10
29102_1#125,10,10
31919_2#166,10,10
32139_7#237,10,10
32139_7#341,10,10
32139_7#124,10,10
32139_7#280,10,10
9716_7#16,10,10
12837_1#83,10,10
12291_3#52,10,10
14555_4#74,10,10
17966_5#165,10,10
22841_4#160,10,10
29330_2#246,10,10
34746_4#354,10,10
34746_4#192,10,10
32386_2#90,10,10
29102_1#96,10,10
15841_2#68,10,10
28177_3#82,10,10
28832_1#25,10,10
14555_3#42,10,10
28177_3#372,10,10
7054_6#16,10,10
32139_3#274,10,10
31588_4#2,10,10
21127_1#123,10,10
14936_4#25,10,10
32139_7#106,10,10
6840_1#5,10,10
7011_4#20,10,10
32139_7#146,10,10
32139_7#333,10,10
12162_1#62,10,10
32139_7#56,10,10
22841_1#37,10,10
24820_2#63,10,10
34746_4#32,10,10
34746_4#81,10,10
9803_8#75,10,10
17138_5#12,10,10
32139_7#220,10,10
11511_7#62,10,10
22335_7#2,10,10
34746_4#14,10,10
24371_8#232,10,10
14555_3#51,10,10
20925_3#1,10,10
29594_2#137,10,10
32139_4#172,10,10
24775_1#189,10,10
24820_2#332,10,10
32139_7#41,10,10
14936_4#63,10,10
6630_1#17,10,10
7553_4#36,10,10
32139_7#76,10,10
20925_3#104,10,10
27119_1#212,10,10
17428_8#70,10,10
31664_1#142,10,10
6823_1#24,10,10
11657_4#82,10,10
11658_8#13,10,10
14555_3#64,10,10
6807_3#21,10,10
6736_8#15,10,10
15378_3#43,10,10
6983_6#39,10,10
34746_4#374,10,10
14410_8#71,10,10
22335_8#12,10,10
6823_8#11,10,10
6925_6#6,10,10
15378_4#78,10,10
14913_2#49,10,10
15841_2#92,10,10
16288_5#4,10,10
34746_4#364,10,10
6949_3#23,10,10
24861_1#30,10,10
14913_2#16,10,10
32139_7#16,10,10
32139_7#145,10,10
22335_8#42,10,10
11679_1#37,10,10
14520_6#34,10,10
23430_2#52,10,10
32139_2#236,10,10
29330_2#226,10,10
32139_4#118,10,10
6871_2#14,10,10
22841_1#123,10,10
27119_1#155,10,10
15531_3#9,10,10
28522_3#161,10,10
15682_2#77,10,10
32139_7#362,10,10
24371_8#215,10,10
6949_1#13,10,10
31919_2#46,10,10
27119_1#184,10,10
16288_5#10,10,10
11861_4#32,10,10
13415_5#8,10,10
32139_7#131,10,10
24861_1#240,10,10
32139_7#279,10,10
14566_6#76,10,10
14566_5#12,10,10
16288_8#41,10,10
34746_4#272,10,10
14566_6#83,10,10
32139_7#242,10,10
6972_7#71,10,10
28042_2#375,10,10
14520_6#66,10,10
28042_2#285,10,10
15682_3#77,10,10
31919_2#312,10,10
6551_7#16,10,10
24371_8#253,10,10
20925_3#84,10,10
13415_4#96,10,10
28042_2#247,10,10
6755_5#10,10,10
12837_2#65,10,10
24775_1#187,10,10
32139_7#169,10,10
34746_4#162,10,10
34746_4#319,10,10
34746_4#344,10,10
6710_8#17,10,10
7004_3#31,10,10
32139_7#262,10,10
17966_5#177,10,10
32139_7#309,10,10
32036_8#154,10,10
34746_4#35,10,10
24861_1#119,10,10
28832_1#178,10,10
13415_6#74,10,10
32139_7#90,10,10
34746_4#69,10,10
6952_7#23,10,10
22841_1#7,10,10
24775_1#205,10,10
29102_1#292,10,10
31919_2#333,10,10
32139_3#136,10,10
19084_7#44,10,10
32139_7#195,10,10
32139_7#147,10,10
14410_8#48,10,10
32139_7#198,10,10
7068_1#8,10,10
12291_6#46,10,10
17150_5#79,10,10
32139_7#338,10,10
17870_8#133,10,10
6755_3#2,10,10
34746_4#310,10,10
34746_4#27,10,10
32139_2#10,10,10
22027_1#144,10,10
32139_7#58,10,10
22695_3#176,10,10
12837_1#34,10,10
24775_1#82,10,10
32139_7#196,10,10
17794_8#156,10,10
6983_8#78,10,10
32139_7#204,10,10
32139_7#110,10,10
29102_1#161,10,10
14936_6#70,10,10
32139_7#190,10,10
32139_7#254,10,10
17870_7#49,10,10
18090_1#144,10,10
32139_7#159,10,10
11861_2#26,10,10
32386_2#18,10,10
17428_8#79,10,10
17150_5#47,10,10
28516_1#37,10,10
32139_7#371,10,10
32139_7#66,10,10
24371_8#187,10,10
14936_4#27,10,10
32139_7#63,10,10
6775_1#2,10,10
31919_2#119,10,10
32139_7#330,10,10
32139_2#7,10,10
28177_3#31,10,10
13154_2#65,10,10
14913_2#73,10,10
17794_6#52,10,10
18090_1#100,10,10
7054_6#10,10,10
28522_3#76,10,10
31588_4#68,10,10
32139_7#350,10,10
19787_5#59,10,10
32386_2#73,10,10
32139_7#266,10,10
34746_4#77,10,10
17175_5#40,10,10
28516_1#113,10,10
13415_7#35,10,10
14257_1#45,10,10
20925_3#27,10,10
17794_7#20,10,10
29102_1#294,10,10
32139_2#188,10,10
32386_2#135,10,10
22841_1#131,10,10
31919_2#137,10,10
28832_1#181,10,10
15841_1#32,10,10
14257_1#6,10,10
12837_2#59,10,10
18090_1#84,10,10
17138_5#36,10,10
27119_1#68,10,10
32139_7#113,10,10
20925_3#99,10,10
21999_8#52,10,10
31958_2#247,10,10
32139_7#189,10,10
22841_1#109,10,10
14410_8#85,10,10
14555_4#95,10,10
32139_7#55,10,10
29330_2#222,10,10
34746_4#226,10,10
15531_3#26,10,10
27119_1#164,10,10
28042_2#357,10,10
17150_4#65,10,10
14936_5#68,10,10
13091_2#29,10,10
34746_4#9,10,10
21999_8#104,10,10
6983_5#2,10,10
28042_2#149,10,10
12837_1#23,10,10
12291_5#47,10,10
7038_4#2,10,10
28522_3#210,10,10
28516_1#351,10,10
31919_2#205,10,10
24775_1#173,10,10
11657_2#26,10,10
17175_6#67,10,10
17794_7#119,10,10
6972_7#3,10,10
24861_1#233,10,10
14257_1#25,10,10
14412_1#71,10,10
17138_5#47,10,10
17138_5#64,10,10
22667_8#41,10,10
22841_2#98,10,10
29102_1#68,10,10
21999_8#96,10,10
20925_3#79,10,10
32139_7#311,10,10
32139_7#80,10,10
14673_5#19,10,10
34746_4#234,10,10
34746_4#23,10,10
34746_4#378,10,10
32139_3#164,10,10
28420_2#262,10,10
31585_6#192,10,10
13415_6#20,10,10
16288_3#74,10,10
22335_8#44,10,10
14555_3#39,10,10
34154_7#272,10,10
32139_2#259,10,10
32139_7#156,10,10
6259_6#18,10,10
14412_1#78,10,10
12837_2#6,10,10
12162_1#2,10,10
16288_8#79,10,10
32139_2#298,10,10
6631_6#15,10,10
6938_7#22,10,10
34746_4#284,10,10
17138_4#93,10,10
29102_1#162,10,10
34746_4#74,10,10
11511_8#72,10,10
7038_4#24,10,10
6823_3#13,10,10
18090_1#112,10,10
22027_1#125,10,10
11893_1#54,10,10
28177_3#318,10,10
28522_3#250,10,10
34746_4#93,10,10
12291_5#40,10,10
27119_1#53,10,10
6938_6#12,10,10
18623_5#46,10,10
31958_2#211,10,10
15277_1#29,10,10
6983_4#89,10,10
32139_3#92,10,10
14566_6#35,10,10
13415_5#15,10,10
32139_2#216,10,10
32139_7#383,10,10
32139_7#225,10,10
28522_3#328,10,10
28042_2#340,10,10
32139_2#268,10,10
32386_2#43,10,10
6925_8#20,10,10
19646_1#57,10,10
32139_7#288,10,10
32139_7#290,10,10
6630_1#24,10,10
32139_7#137,10,10
28516_1#237,10,10
23164_8#136,10,10
12837_1#33,10,10
15682_2#15,10,10
14913_6#78,10,10
32139_3#331,10,10
28522_3#241,10,10
13415_8#87,10,10
22335_7#60,10,10
32139_7#213,10,10
12291_2#32,10,10
21053_8#175,10,10
31919_2#262,10,10
17175_6#61,10,10
22667_7#120,10,10
32139_7#85,10,10
27119_1#280,10,10
32386_2#47,10,10
29330_2#162,10,10
22667_8#62,10,10
34746_4#183,10,10
19084_8#85,10,10
34746_4#379,10,10
32139_7#307,10,10
28832_1#48,10,10
22027_1#59,10,10
13091_2#50,10,10
13154_3#57,10,10
31919_2#325,10,10
6805_5#11,10,10
31588_4#48,10,10
15531_2#88,10,10
13470_1#51,10,10
13415_6#68,10,10
29330_2#207,10,10
34746_4#5,10,10
12837_5#61,10,10
32139_7#210,10,10
6949_1#4,10,10
6972_8#88,10,10
18456_1#96,10,10
32139_7#102,10,10
17428_8#89,10,10
24775_1#199,10,10
28177_3#337,10,10
32139_3#295,10,10
32139_7#295,10,10
17138_5#45,10,10
27119_1#188,10,10
32139_7#4,10,10
34746_4#372,10,10
15608_5#4,10,10
6972_8#43,10,10
7004_6#37,10,10
24861_1#68,10,10
34746_4#348,10,10
28522_3#209,10,10
12274_6#32,10,10
22667_8#26,10,10
22841_2#103,10,10
15378_4#47,10,10
31958_2#150,10,10
14412_2#60,10,10
32139_3#52,10,10
28832_1#107,10,10
12837_4#41,10,10
6949_3#17,10,10
17428_8#47,10,10
22335_7#123,10,10
32139_7#281,10,10
34154_7#222,10,10
6593_4#9,10,10
14723_4#66,10,10
32139_3#243,10,10
6664_1#17,10,10
7068_2#31,10,10
11657_4#85,10,10
17175_5#66,10,10
34746_4#343,10,10
27119_1#166,10,10
24775_1#211,10,10
32139_3#337,10,10
31958_2#129,10,10
21127_2#94,10,10
15682_5#6,10,10
16288_5#36,10,10
12837_1#17,10,10
32139_7#235,10,10
22335_8#128,10,10
34746_4#149,10,10
24775_1#203,10,10
23495_7#69,10,10
32139_3#72,10,10
15378_4#16,10,10
32139_7#205,10,10
6649_8#4,10,10
6899_7#12,10,10
23430_3#172,10,10
6259_6#2,10,10
15531_3#66,10,10
14913_6#86,10,10
17870_8#165,10,10
32139_7#323,10,10
15608_4#16,10,10
14412_1#44,10,10
28832_1#237,10,10
6805_5#9,10,10
7054_6#22,10,10
14936_6#35,10,10
32139_2#123,10,10
6972_8#64,10,10
21999_7#122,10,10
14566_4#40,10,10
27119_1#138,10,10
10754X69_140620_D00294_0106_AC4FB4ANXX_5,10,10
32139_7#61,10,10
34746_4#188,10,10
6830_3#20,10,10
32139_7#97,10,10
34746_4#57,10,10
12673_6#53,10,10
28042_2#379,10,10
32139_7#17,10,10
32139_7#319,10,10
34154_7#377,10,10
22276_1#161,10,10
31588_4#305,10,10
6938_8#4,10,10
34746_4#45,10,10
21485_1#64,10,10
32139_7#20,10,10
34746_4#10,10,10
22695_3#187,10,10
22335_7#82,10,10
32139_7#315,10,10
28177_3#12,10,10
14913_6#38,10,10
34154_7#292,10,10
14410_8#39,10,10
14566_4#78,10,10
17428_8#15,10,10
32139_3#121,10,10
34746_4#141,10,10
32139_7#62,10,10
28516_1#258,10,10
28042_2#330,10,10
17138_4#73,10,10
32139_2#373,10,10
32386_2#106,10,10
34154_7#355,10,10
34746_4#382,10,10
13415_6#84,10,10
34746_4#78,10,10
7004_5#10,10,10
28042_2#124,10,10
32139_7#283,10,10
27119_1#37,10,10
32139_7#325,10,10
29330_2#250,10,10
12291_6#28,10,10
32139_3#255,10,10
32139_7#72,10,10
19341_2#50,10,10
6938_4#8,10,10
31919_2#209,10,10
31585_6#26,10,10
16404_7#78,10,10
21242_6#63,10,10
15873_1#90,10,10
28420_2#194,10,10
32139_7#138,10,10
34746_4#356,10,10
32139_2#104,10,10
6470_5#9,10,10
7004_6#26,10,10
32139_7#120,10,10
14520_6#16,10,10
32139_7#144,10,10
32139_7#351,10,10
6753_4#24,10,10
15682_2#23,10,10
22027_1#49,10,10
34746_4#365,10,10
32139_7#191,10,10
32139_7#250,10,10
23430_2#16,10,10
24775_1#208,10,10
6925_6#14,10,10
28516_1#7,10,10
32139_7#303,10,10
31919_2#280,10,10
31958_2#15,10,10
32036_8#102,10,10
32139_7#384,10,10
32139_7#238,10,10
6823_7#9,10,10
6259_8#21,10,10
34746_4#339,10,10
27119_1#231,10,10
32139_7#177,10,10
12837_2#38,10,10
28420_2#261,10,10
9803_8#74,10,10
32139_2#244,10,10
32036_8#341,10,10
34746_4#89,10,10
13415_6#71,10,10
32036_8#192,10,10
31588_4#116,10,10
34746_4#28,10,10
6736_7#5,10,10
19084_8#133,10,10
28042_2#68,10,10
32139_7#316,10,10
6972_5#19,10,10
31919_2#243,10,10
16288_6#62,10,10
32386_2#26,10,10
34746_4#39,10,10
32139_7#227,10,10
32139_7#179,10,10
32139_7#274,10,10
20925_3#45,10,10
12837_4#70,10,10
14566_6#58,10,10
9716_7#39,10,10
32386_2#31,10,10
31919_2#89,10,10
31919_2#342,10,10
32386_2#115,10,10
32139_7#24,10,10
15995_2#32,10,10
24497_7#31,10,10
34746_4#48,10,10
7004_5#9,10,10
17138_5#23,10,10
29330_2#174,10,10
32139_7#272,10,10
20925_3#73,10,10
22335_7#65,10,10
32139_7#378,10,10
22841_3#139,10,10
32139_2#165,10,10
22667_8#6,10,10
32139_2#300,10,10
17794_7#53,10,10
34746_4#315,10,10
17175_7#83,10,10
34746_4#179,10,10
13415_5#23,10,10
32139_7#13,10,10
16288_8#85,10,10
17870_8#138,10,10
32139_7#101,10,10
14566_6#66,10,10
28042_2#257,10,10
7038_8#36,10,10
10208_2#41,10,10
32139_3#41,10,10
17794_7#71,10,10
27119_1#38,10,10
6823_7#15,10,10
12837_2#57,10,10
22695_3#135,10,10
32139_7#291,10,10
28832_1#300,10,10
32139_7#82,10,10
9789_2#43,10,10
24371_8#242,10,10
6899_5#23,10,10
16288_5#7,10,10
17175_8#24,10,10
29102_1#85,10,10
32139_7#37,10,10
24371_8#119,10,10
34746_4#292,10,10
32139_7#166,10,10
32139_7#181,10,10
32139_7#192,10,10
32139_2#17,10,10
12837_1#44,10,10
28042_2#332,10,10
17870_8#71,10,10
34746_4#18,10,10
28042_2#190,10,10
22027_1#122,10,10
6938_7#23,10,10
7038_6#19,10,10
29102_1#270,10,10
31958_2#71,10,10
6710_7#24,10,10
6593_4#18,10,10
29102_1#49,10,10
34746_4#347,10,10
27119_1#181,10,10
9789_5#49,10,10
27119_1#11,10,10
34746_4#40,10,10
34746_4#108,10,10
31919_2#320,10,10
32386_2#14,10,10
14566_5#95,10,10
19084_7#106,10,10
32139_7#153,10,10
13414_8#63,10,10
12837_5#14,10,10
14412_2#70,10,10
17428_8#46,10,10
34154_7#9,10,10
34746_4#73,10,10
31664_1#95,10,10
28177_3#276,10,10
15378_2#14,10,10
12837_2#75,10,10
24371_8#227,10,10
34746_4#318,10,10
24775_1#183,10,10
28832_1#117,10,10
32139_7#298,10,10
34746_4#362,10,10
31919_2#54,10,10
29330_2#268,10,10
22335_8#94,10,10
13091_6#38,10,10
9803_8#55,10,10
17794_7#58,10,10
32139_7#258,10,10
31664_1#216,10,10
14257_1#76,10,10
14913_3#41,10,10
12291_1#32,10,10
17794_8#130,10,10
13415_5#47,10,10
14555_3#37,10,10
32386_2#98,10,10
34746_4#294,10,10
31919_2#155,10,10
34746_4#65,10,10
14913_3#71,10,10
6731_2#17,10,10
6925_6#10,10,10
32386_2#119,10,10
34154_7#1,10,10
14555_3#9,10,10
11861_2#4,10,10
17150_6#27,10,10
22841_2#142,10,10
10050_2#75,10,10
32139_7#270,10,10
22335_7#52,10,10
28042_2#129,10,10
34154_7#21,10,10
6983_7#58,10,10
17870_7#56,10,10
7068_2#32,10,10
12837_4#33,10,10
13415_6#69,10,10
24775_1#188,10,10
32139_2#184,10,10
34746_4#116,10,10
28042_2#187,10,10
34746_4#383,10,10
34746_4#299,10,10
32139_7#93,10,10
24861_1#287,10,10
32139_2#119,10,10
29102_1#155,10,10
6949_2#20,10,10
32139_3#382,10,10
23430_3#185,10,10
32139_7#224,10,10
32139_7#305,10,10
6949_4#20,10,10
13415_7#55,10,10
14566_6#87,10,10
6805_5#19,10,10
22335_7#68,10,10
22841_4#62,10,10
14723_3#63,10,10
17175_4#14,10,10
14555_4#22,10,10
32139_7#215,10,10
32036_8#297,10,10
6949_1#12,10,10
28516_1#381,10,10
13470_1#71,10,10
6805_6#14,10,10
13415_8#80,10,10
32139_7#265,10,10
28420_2#36,10,10
32139_7#355,10,10
28177_3#174,10,10
32036_8#227,10,10
16288_5#40,10,10
32386_2#131,10,10
6972_3#10,10,10
31958_2#310,10,10
14913_3#4,10,10
22335_7#47,10,10
15682_5#5,10,10
21903_8#292,10,10
34746_4#68,10,10
17794_8#140,10,10
32139_7#128,10,10
28516_1#323,10,10
23430_2#132,10,10
32139_7#188,10,10
17870_8#148,10,10
14723_1#27,10,10
22027_1#51,10,10
31585_6#326,10,10
32386_2#10,10,10
32139_2#83,10,10
22984_8#34,10,10
17150_4#60,10,10
22027_1#37,10,10
6680_5#8,10,10
6807_2#17,10,10
6938_7#24,10,10
32386_2#137,10,10
6259_7#14,10,10
32139_7#170,10,10
31958_2#80,10,10
32386_2#39,10,10
32139_2#212,10,10
32386_2#65,10,10
32386_2#111,10,10
7622_2#46,10,10
32139_7#313,10,10
9803_7#41,10,10
13415_5#10,10,10
29330_2#218,10,10
28177_3#359,10,10
31958_2#41,10,10
34746_4#311,10,10
10071_4#40,10,10
6925_5#12,10,10
32139_7#165,10,10
15841_3#48,10,10
6807_2#23,10,10
24861_1#262,10,10
13470_1#55,10,10
27119_1#44,10,10
28177_3#383,10,10
32386_2#51,10,10
6805_1#17,10,10
12162_1#30,10,10
17175_5#9,10,10
28522_3#271,10,10
21999_8#150,10,10
22335_7#57,10,10
14913_3#76,10,10
22335_7#99,10,10
22335_8#88,10,10
32139_7#345,10,10
29102_1#134,10,10
17870_7#129,10,10
21903_8#315,7,7
15191_7#17,7,7
11860_5#52,7,7
11860_7#85,7,7
21903_8#206,7,7
13682_1#34,7,7
15873_5#40,7,7
11826_3#16,7,7
14566_8#52,7,7
11893_1#27,7,7
17428_8#109,7,7
12291_5#16,7,7
17175_8#28,7,7
15608_4#53,7,7
11861_4#21,7,7
21053_8#167,7,7
11860_5#73,7,7
12274_6#51,7,7
10754X117_140620_D00294_0106_AC4FB4ANXX_6,7,7
13091_3#42,7,7
15873_6#74,7,7
13091_2#92,7,7
21903_8#284,7,7
12299_2#35,7,7
11826_3#35,7,7
11826_3#95,7,7
6569_7#13,7,7
16404_7#61,7,7
10847X30_140926_D00294_0134_AC4P96ANXX_5,7,7
23584_8#101,7,7
6472_8#14,7,7
21946_6#150,7,7
12378_4#7,7,7
10208_2#10,7,7
13414_1#82,7,7
21903_6#170,7,7
13091_4#47,7,7
23495_7#60,7,7
6486_8#2,7,7
11826_3#53,7,7
11826_4#15,7,7
13091_3#76,7,7
15191_5#67,7,7
15608_2#84,7,7
22984_8#30,7,7
7622_2#5,7,7
10847X3_140926_D00294_0134_AC4P96ANXX_5,7,7
15682_8#66,7,7
15940_2#82,7,7
14723_6#83,7,7
15191_7#76,7,7
11826_3#50,7,7
15940_1#74,7,7
13710_1#18,7,7
11826_3#93,7,7
22841_3#102,7,7
14937_1#11,7,7
11657_1#78,7,7
21903_8#197,7,7
13224_7#12,7,7
6486_5#6,7,7
32139_2#260,7,7
7622_3#82,7,7
14520_8#71,7,7
16453_3#65,7,7
21903_8#83,7,7
8016_3#93,7,7
11860_6#62,7,7
13091_1#58,7,7
6470_3#5,7,7
11861_5#16,7,7
15191_7#6,7,7
22984_8#63,7,7
11860_4#5,7,7
12378_4#21,7,7
10868_6#94,7,7
19341_1#48,7,7
22695_3#19,7,7
23584_8#83,7,7
7553_6#17,7,7
11860_4#4,7,7
13682_1#71,7,7
15873_3#58,7,7
7553_6#14,7,7
13414_3#30,7,7
15873_8#37,7,7
15191_7#56,7,7
6486_8#10,7,7
6930_8#13,7,7
23495_7#72,7,7
14723_6#62,7,7
15682_6#75,7,7
21946_6#335,7,7
22695_3#277,7,7
21903_8#300,7,7
15874_8#54,7,7
20427_5#30,7,7
22841_2#179,7,7
15873_6#19,7,7
22709_8#358,7,7
21946_6#154,7,7
15682_1#78,7,7
6593_2#18,7,7
14913_5#82,7,7
15191_8#7,7,7
15191_6#62,7,7
15191_7#1,7,7
19084_7#16,7,7
12274_5#85,7,7
7553_5#71,7,7
7553_6#16,7,7
15191_8#51,7,7
21903_8#183,7,7
22695_3#193,7,7
15608_2#69,7,7
10754X80_140620_D00294_0106_AC4FB4ANXX_5,7,7
19787_6#36,7,7
12299_2#6,7,7
15682_5#62,7,7
15873_7#27,7,7
21946_6#136,7,7
13682_1#68,7,7
15940_4#77,7,7
15940_7#5,7,7
15378_2#46,7,7
15191_6#52,7,7
16404_8#12,7,7
15873_6#50,7,7
11861_4#36,7,7
21485_1#74,7,7
4882_8#7,7,7
11860_7#87,7,7
21946_6#12,7,7
14520_4#57,7,7
14520_8#66,7,7
15873_8#86,7,7
21053_8#111,7,7
11861_1#58,7,7
15608_4#78,7,7
23584_8#160,7,7
6999_4#3,7,7
13682_1#82,7,7
11861_5#25,7,7
6999_3#8,7,7
11860_1#16,7,7
14673_2#19,7,7
13091_4#12,7,7
19084_8#131,7,7
21903_6#169,7,7
17138_5#71,7,7
20427_5#51,7,7
21053_8#137,7,7
15608_3#18,7,7
17138_3#90,7,7
16404_8#49,7,7
24820_2#316,7,7
9950_2#80,7,7
23584_8#120,7,7
13415_1#80,7,7
15608_5#42,7,7
13353_7#49,7,7
15531_2#57,7,7
9950_2#12,7,7
19787_5#47,7,7
22984_8#68,7,7
22841_3#18,7,7
22695_3#186,7,7
14672_3#46,7,7
13681_1#12,7,7
21946_6#352,7,7
14566_8#31,7,7
15940_4#4,7,7
12299_2#81,7,7
14913_2#17,7,7
11822_1#72,7,7
11826_3#69,7,7
15682_7#48,7,7
17175_7#6,7,7
19084_7#153,7,7
7622_3#92,7,7
13091_4#45,7,7
6512_3#19,7,7
22027_1#157,7,7
13415_6#24,7,7
21053_8#187,7,7
13091_4#10,7,7
14673_2#67,7,7
19787_6#19,7,7
12299_2#41,7,7
6486_8#5,7,7
12274_6#36,7,7
21946_6#27,7,7
22027_1#29,7,7
11860_4#37,7,7
31588_4#111,7,7
13091_3#40,7,7
22709_8#321,7,7
16404_7#77,7,7
7622_2#31,7,7
11826_3#84,7,7
10050_2#13,7,7
15682_7#58,7,7
12291_4#36,7,7
14723_6#84,7,7
15191_8#14,7,7
14672_3#52,7,7
15277_1#7,7,7
22841_1#122,7,7
6999_3#15,7,7
22841_4#33,7,7
11826_3#66,7,7
14672_3#38,7,7
14672_3#7,7,7
11893_1#11,7,7
15682_7#15,7,7
13414_3#4,7,7
23495_7#78,7,7
23495_7#93,7,7
6512_2#18,7,7
15874_8#36,7,7
16453_3#69,7,7
22709_8#298,7,7
9221_3#12,7,7
21946_6#299,7,7
6486_7#5,7,7
16399_8#52,7,7
6470_5#3,7,7
21053_8#156,7,7
22841_4#164,7,7
15682_7#21,7,7
9950_2#75,7,7
11657_2#20,7,7
15873_8#4,7,7
9950_3#81,7,7
11657_2#35,7,7
13682_2#43,7,7
13091_4#46,7,7
22695_3#290,7,7
15682_6#20,7,7
15191_6#24,7,7
21903_8#359,7,7
14913_6#11,7,7
13091_1#93,7,7
11860_5#95,7,7
15608_2#19,7,7
15940_3#66,7,7
20427_5#37,7,7
6472_6#17,7,7
13091_3#46,7,7
13682_2#92,7,7
13682_1#7,7,7
22841_4#66,7,7
22695_3#299,7,7
22709_8#350,7,7
14672_3#32,7,7
10050_2#8,7,7
14520_8#11,7,7
18787_3#30,7,7
17150_5#38,7,7
19084_7#119,7,7
6999_5#3,7,7
